,EventId,Type,Severity,TimeZone,AirportCode,City_x,State_x,date,ID,Accident_Severity,Description,City_y,State_y
299,W-12274,Rain,Light,US/Central,KBTR,Baton Rouge,LA,2020-09-21,A-610470,3,Left lane blocked due to accident on I-90 Eastbound at Exit 57A CR-32 Eden Evans Center Rd.,Eden,NY
300,W-12282,Fog,Severe,US/Central,KBTR,Baton Rouge,LA,2020-09-23,A-613709,2,Accident on NY-198 Eastbound at Parkside Ave.,Buffalo,NY
301,W-12305,Rain,Light,US/Central,KBTR,Baton Rouge,LA,2020-10-08,A-633030,3,Two lanes blocked due to accident on I-95 Northbound at Exit 16W Service Rd.,East Rutherford,NJ
302,W-12308,Rain,Light,US/Central,KBTR,Baton Rouge,LA,2020-10-09,A-634668,2,Left lane blocked due to accident on M-10 John C Lodge Fwy Northbound after Hamilton Ave.,Detroit,MI
303,W-12350,Precipitation,UNK,US/Central,KBTR,Baton Rouge,LA,2020-10-24,A-657701,3,Lane blocked due to accident on I-90 Eastbound at I-190 .,Buffalo,NY
304,W-12362,Rain,Light,US/Central,KBTR,Baton Rouge,LA,2020-11-07,A-580337,2,Accident on Brittan Ave at Old County Rd.,San Carlos,CA
305,W-12376,Fog,Moderate,US/Central,KBTR,Baton Rouge,LA,2020-11-13,A-551545,2,Entry ramp to A.C. Expressway Westbound from Albany Blvd Northbound closed due to emergency repairs.,Atlantic City,NJ
306,W-12380,Cold,Severe,US/Central,KBTR,Baton Rouge,LA,2020-11-17,A-551546,2,Entry ramp to A.C. Expressway Westbound from Albany Blvd Westbound closed due to emergency repairs. Detour in operation - US-322 - US-9.,Atlantic City,NJ
307,W-12382,Rain,Light,US/Central,KBTR,Baton Rouge,LA,2020-11-25,A-553392,3,Two lanes blocked due to accident on I-696 Westbound at Greenfield Rd.,Southfield,MI
308,W-12388,Fog,Severe,US/Central,KBTR,Baton Rouge,LA,2020-11-26,A-552920,3,Lane blocked due to accident on I-55 Northbound at Exit 6 IL-111.,East Saint Louis,IL
309,W-12421,Rain,Light,US/Central,KBTR,Baton Rouge,LA,2020-12-04,A-2954032,2,I5 S BIRMINGHAM NO. 504C; MAKE 1185 - 3A NEG ON ROT - FOR BLU FORD RANGER [Shared],Cardiff By the Sea,CA
310,W-12461,Fog,Severe,US/Central,KBTR,Baton Rouge,LA,2020-12-21,A-523443,3,HOV lane blocked due to accident on I-5 Southbound before Exit 152 188th St.,Seattle,WA
311,W-15448,Rain,Light,US/Central,KCMY,Sparta,WI,2020-01-09,A-886356,3,Lef lane blocked due to accident on I-190 Southbound after Exit 18A Stony Point Ext.,Grand Island,NY
312,W-15490,Snow,Light,US/Central,KCMY,Sparta,WI,2020-01-25,A-911031,3,Right lane blocked due to accident on I-90 Eastbound after Exit 50A CR-141 Cleveland Dr.,Buffalo,NY
313,W-15528,Snow,Light,US/Central,KCMY,Sparta,WI,2020-03-06,A-819588,2,Entry ramp closed due to accident on NY-33 Eastbound from Tupper St to entry ramp to NY-33.,Buffalo,NY
314,W-15646,Rain,Light,US/Central,KCMY,Sparta,WI,2020-05-01,A-762790,2,Accident on I-190 Northbound at Exit 8 NY-266 Niagara St.,Buffalo,NY
315,W-15821,Fog,Severe,US/Central,KCMY,Sparta,WI,2020-08-04,A-714338,3,Left lane blocked due to accident on I-90 Eastbound at Exit 58 NY-5.,Irving,NY
316,W-15831,Rain,Light,US/Central,KCMY,Sparta,WI,2020-08-16,A-728767,2,Three lanes blocked due to accident on Southern Pkwy at Exits 17N 17S Hempstead Ave.,Malverne,NY
317,W-15833,Fog,Severe,US/Central,KCMY,Sparta,WI,2020-08-18,A-731509,2,Accident on I-90 Eastbound at Exit 50 I-290 Exits 1-49 7A 7B 51-61.,Buffalo,NY
318,W-15888,Fog,Severe,US/Central,KCMY,Sparta,WI,2020-09-14,A-601150,3,Left lane blocked due to accident on Expy Northbound near MA-3.,Quincy,MA
319,W-15912,Rain,Light,US/Central,KCMY,Sparta,WI,2020-10-07,A-631388,2,Right lane blocked due to accident on I-87 Northbound after Exit 2 Central Park Ave.,Yonkers,NY
320,W-15957,Rain,Light,US/Central,KCMY,Sparta,WI,2020-11-01,A-588685,3,Two lanes blocked due to accident on I-278 Brooklyn Queens Expy Westbound at Exit 24 NY-27 Prospect Expy Exit 1.,Brooklyn,NY
321,W-16009,Snow,Light,US/Central,KCMY,Sparta,WI,2020-11-30,A-518799,2,Entry ramp to A.C. Expressway Westbound from Albany Blvdc Westbound closed due to emergency repairs.,Atlantic City,NJ
322,W-19259,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-01-05,A-878976,3,Exit ramp from I-94 Eastbound at Exit 220B to Conner St lane blocked due to accident.,Detroit,MI
323,W-19263,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-01-06,A-879959,2,Accident on US-219 Northbound at CR-49 Genesee Rd.,Springville,NY
324,W-19267,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-01-08,A-882160,2,Accident on Linden Rd at Wilson Rd.,Clio,MI
325,W-19432,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-03-01,A-874149,3,Right lane blocked due to accident on I-190 Southbound near Exit 6 Elm St.,Buffalo,NY
326,W-19581,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-04-02,A-847581,2,Accident on I-90 Westbound at Exit 57 NY-75 Camp Rd.,Hamburg,NY
327,W-19599,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-04-11,A-855154,2,Accident on I-87 Northbound at Exits 2E 2W NY-5 Central Ave.,Albany,NY
328,W-19605,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-04-15,A-858392,3,Right and center lane blocked and right hand shoulder blocked due to accident on I-94 Eastbound at Edsel Ford Fwy.,Detroit,MI
329,W-19615,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-04-16,A-860565,2,Right lane blocked due to accident on NY-33 Kensington Expy Westbound at NY-240 Harlem Rd.,Buffalo,NY
330,W-19633,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-04-30,A-761411,3,Accident on I-90 Westbound from Exit 54 NY-400 to Exit 55 US-219.,Buffalo,NY
331,W-19636,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-05-03,A-764532,2,Accident on I-90 Westbound at Exit 49.,Akron,NY
332,W-19637,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-05-04,A-3294664,2,Incident on SC-183 near SC-253 Expect delays.,Greenville,SC
333,W-19703,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-06-17,A-785608,3,Entry ramp to US-64-BYP Eastbound from US-64-BR Westbound closed due to flooding.,Rocky Mount,NC
334,W-19709,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-06-18,A-785444,2,Entry ramp to A St Southbound from PA-924 Northbound closed due to flooding.,Gilberton,PA
335,W-19725,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-06-30,A-748191,3,Left and center lane blocked due to accident on I-225 Northbound from Exit 7 Mississippi Ave to Exit 8 Alameda Ave.,Aurora,CO
336,W-19769,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-09-07,A-591660,3,Left lane blocked due to accident on I-495 Westbound at Exit 28 Horace Harding Expy.,Oakland Gardens,NY
337,W-19826,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-11-16,A-566351,4,Right lane closed due to accident on I-40 Westbound from Exit 20 US-276 Jonathan Creek Rd to Exit 15 Fines Creek Rd.,Waynesville,NC
338,W-19832,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-11-18,A-563357,3,Lane blocked due to accident on I-64 Eastbound at Exit 117 CR-20 2550.,Burnt Prairie,IL
339,W-19834,Rain,Light,US/Mountain,KDIJ,Driggs,ID,2020-11-19,A-561751,3,Lane blocked due to accident on I-55 Stevenson Expy Southbound at Exit 287 Pulaski Rd.,Chicago,IL
340,W-19843,Fog,Severe,US/Mountain,KDIJ,Driggs,ID,2020-11-20,A-560455,3,Lane blocked due to accident on I-72 Eastbound at IL-104.,Jacksonville,IL
341,W-19922,Snow,Light,US/Mountain,KDIJ,Driggs,ID,2020-12-26,A-518211,3,Three lanes blocked due to accident on I-5 Northbound at Exits 134 135 136 136A 136B 28th St.,Tacoma,WA
342,W-23374,Fog,Moderate,US/Eastern,KGRR,Grand Rapids,MI,2020-02-02,A-927554,3,Left lane blocked and left hand shoulder blocked due to accident on I-95 Southbound from Exit 15W I-280 to Exit 15X Seaview Dr.,Secaucus,NJ
343,W-23598,Rain,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-05-19,A-777772,3,Left and center lane blocked due to accident on I-90 Eastbound at Exits 51E 51W NY-33 Kensington Expy.,Buffalo,NY
344,W-23628,Rain,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-06-11,A-805731,2,Accident on I-90 Eastbound at Exit 58 NY-5.,Irving,NY
345,W-23630,Rain,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-06-12,A-807135,2,Accident on I-90 Eastbound at Exit 49 NY-78 Transit Rd.,Buffalo,NY
346,W-23659,Fog,Moderate,US/Eastern,KGRR,Grand Rapids,MI,2020-07-08,A-683330,3,Two lane blocked due to accident on I-278 Brooklyn Queens Expy Eastbound at Exit 24 NY-27 Prospect Expy Exit 1.,Brooklyn,NY
347,W-23689,Rain,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-07-22,A-697403,3,Left and center lane blocked due to accident on I-84 Westbound at Exit 50 CR-27 Lime Kiln Rd.,Hopewell Junction,NY
348,W-23696,Fog,Moderate,US/Eastern,KGRR,Grand Rapids,MI,2020-07-31,A-708786,3,Right lane blocked and right hand shoulder blocked due to accident on I-94 Eastbound at Vining Rd.,Romulus,MI
349,W-23697,Rain,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-08-01,A-710386,2,Lane blocked due to accident on Bronx River Pkwy Southbound at Cross County Pkwy.,Mount Vernon,NY
350,W-23708,Fog,Moderate,US/Eastern,KGRR,Grand Rapids,MI,2020-08-07,A-717286,3,Center and Right lane blocked and right hand shoulder blocked due to accident on I-275 Southbound at M-14.,Plymouth,MI
351,W-23773,Rain,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-10-04,A-629155,3,Exit ramp from I-90 Westbound at Exit 54 to NY-400 Southbound lane blocked due to accident.,Buffalo,NY
352,W-23775,Fog,Severe,US/Eastern,KGRR,Grand Rapids,MI,2020-10-05,A-629618,2,Left hand shoulder blocked due to accident on I-495 Blue Star Memorial Hwy Southbound near MA-9 Turnpike Rd.,Westborough,MA
353,W-23869,Fog,Moderate,US/Eastern,KGRR,Grand Rapids,MI,2020-12-09,A-538903,4,Two lanes blocked due to accident on I-94 Eastbound from Old Us-41 to Exit 1 I-41 Exit 1A.,Wadsworth,IL
354,W-23909,Snow,Light,US/Eastern,KGRR,Grand Rapids,MI,2020-12-25,A-518583,3,Entry ramp to I-24 Eastbound from I-65 Northbound closed due to police incident.,Nashville,TN
355,W-25999,Storm,Severe,US/Central,KHUT,Hutchinson,KS,2020-07-30,A-708742,2,Accident on 13th St at Ontario Ave.,Niagara Falls,NY
356,W-28721,Rain,Light,US/Mountain,KEMM,Kemmerer,WY,2020-05-30,A-755792,2,Accident on I-87 Northbound at Exit 19.,Kingston,NY
357,W-28803,Cold,Severe,US/Mountain,KEMM,Kemmerer,WY,2020-08-14,A-725484,3,Right lane blocked and right hand shoulder blocked due to accident on I-94 Eastbound at Edsel Ford Fwy.,Detroit,MI
358,W-28840,Cold,Severe,US/Mountain,KEMM,Kemmerer,WY,2020-10-02,A-625181,3,Right lane blocked due to accident on I-94 Eastbound at Mt Elliott.,Detroit,MI
359,W-28845,Cold,Severe,US/Mountain,KEMM,Kemmerer,WY,2020-10-06,A-631223,2,Accident on I-90 Westbound after Exit 48A NY-77 Alleghany Rd.,Corfu,NY
360,W-33491,Fog,Severe,US/Eastern,KPSF,Pittsfield,MA,2020-09-17,A-605746,2,Accident on I-190 Southbound after Exit 5 Hamburg St.,Buffalo,NY
361,W-33616,Fog,Severe,US/Eastern,KPSF,Pittsfield,MA,2020-10-31,A-590648,3,Left lane blocked due to accident on I-5 Southbound at I-5 Exit 105.,Olympia,WA
362,W-33619,Rain,Light,US/Eastern,KPSF,Pittsfield,MA,2020-11-02,A-586965,3,Entry ramp to I-77 Southbound from St Michaels Ave Northbound closed due to fallen power cables.,Akron,OH
363,W-33623,Snow,Light,US/Eastern,KPSF,Pittsfield,MA,2020-11-03,A-585135,4,Main roadway closed due to accident on I-94 Eastbound from Exit 85 35th St to Exit 88 40th St. Traffic getting by on the shoulder.,Climax,MI
364,W-41187,Rain,Moderate,US/Eastern,KNBT,Davis,NC,2020-02-21,A-964335,2,Right lane blocked due to accident on I-90 Westbound at Exit 53 I-190 .,Buffalo,NY
365,W-73577,Fog,Severe,US/Pacific,KSPB,Scappoose,OR,2020-11-04,A-583642,4,Three lanes blocked due to accident on I-40 Westbound from Exit 150 Jimmie Kerr Rd to Exit 148 NC-54 Harden St.,Graham,NC
